consumidor_id	email	renda	data_nascimento	acessos	primeiro_login	visualizacoes_divida
2668	nome_2668@provedor_a.com.br	C	1981-02-19	31		0
2669	nome_2669@provedor_a.com.br	D	1994-09-11	22		0
2670	nome_2670@provedor_b.com.br	C	1982-10-26	24	2020-08-26	11
2671	nome_2671@provedor_a.com.br	C	1986-07-21	15		0
2672	nome_2672@provedor_a.com.br	C	1996-05-02	0		0
2673	nome_2673@provedor_a.com.br	B	1989-05-16	22	2020-10-24	3
2674	nome_2674@provedor_a.com.br	D	1974-01-05	2	2020-11-13	1
2675	nome_2675@provedor_b.com.br	C	1991-11-08	40		0
2676	nome_2676@provedor_a.com.br	A	1980-11-30	10	2020-10-31	5
2677	nome_2677@provedor_a.com.br	C	1971-02-25	35	2020-12-29	8
2678	nome_2678@provedor_a.com.br	D	1998-06-04	3		0
2679	nome_2679@provedor_a.com.br	C	1975-05-28	53	2020-07-30	36
2680	nome_2680@provedor_a.com.br	C	2001-04-13	0		0
2681	nome_2681@provedor_c.com.br	D	1987-10-25	12		0
2682	nome_2682@provedor_b.com.br	D	2001-04-13	3	2020-10-07	1
2683	nome_2683@provedor_a.com.br	C	1998-05-12	0		0
2684	nome_2684@provedor_a.com.br	D	1987-02-17	15		0
2685	nome_2685@provedor_b.com.br	C	1978-12-28	3	2020-04-04	1
2686	nome_2686@provedor_a.com.br	D	1976-03-26	13	2020-07-09	11
2687	nome_2687@provedor_a.com.br	A	1995-05-13	26		0
2688	nome_2688@provedor_a.com.br	D	1978-03-14	0	2020-08-16	0
2689	nome_2689@provedor_b.com.br	A	2000-02-18	22		0
2690	nome_2690@provedor_b.com.br	D	1970-09-04	47		0
2691	nome_2691@provedor_a.com.br	C	1975-06-13	25	2020-07-07	15
2692	nome_2692@provedor_a.com.br	C	1991-10-22	3	2020-09-08	3
2693	nome_2693@provedor_c.com.br	D	1990-01-14	65		0
2694	nome_2694@provedor_c.com.br	D	1987-11-26	9		0
2695	nome_2695@provedor_a.com.br	C	1966-10-30	0	2020-11-14	0
2696	nome_2696@provedor_c.com.br	C	1992-12-26	37	2020-12-29	15
2697	nome_2697@provedor_c.com.br	D	1982-06-04	64	2020-09-30	19
2698	nome_2698@provedor_a.com.br	A	1978-02-21	0	2020-09-30	0
2699	nome_2699@provedor_b.com.br	D	1972-03-28	0	2020-09-07	0
2700	nome_2700@provedor_a.com.br	B	1984-11-25	11		0
2701	nome_2701@provedor_a.com.br	D	1998-08-07	0	2020-10-29	0
2702	nome_2702@provedor_c.com.br	C	1978-05-01	23	2020-10-19	21
2703	nome_2703@provedor_a.com.br	D	1990-07-16	22	2020-12-29	9
2704	nome_2704@provedor_b.com.br	C	1991-10-01	23	2020-02-13	21
2705	nome_2705@provedor_c.com.br	C	1988-04-29	27	2020-08-25	13
2706	nome_2706@provedor_a.com.br	C	1984-11-01	71	2020-04-08	70
2707	nome_2707@provedor_a.com.br	D	1988-02-14	22	2020-10-16	3
2708	nome_2708@provedor_b.com.br	C	1972-08-01	16	2020-07-05	7
2709	nome_2709@provedor_c.com.br	D	1974-03-21	45		0
2710	nome_2710@provedor_a.com.br	C	1984-12-05	29		0
2711	nome_2711@provedor_a.com.br	A	1986-11-06	60	2020-03-01	3
2712	nome_2712@provedor_a.com.br	D	1990-09-30	45	2020-09-07	41
2713	nome_2713@provedor_a.com.br	B	1979-05-28	10		0
2714	nome_2714@provedor_a.com.br	C	1994-01-15	0	2020-08-07	0
2715	nome_2715@provedor_a.com.br	C	1990-10-05	6	2020-09-24	3
2716	nome_2716@provedor_a.com.br	B	1991-03-27	40	2020-12-29	16
2717	nome_2717@provedor_a.com.br	C	2001-04-13	0	2020-12-29	0
2718	nome_2718@provedor_c.com.br	B	2001-04-13	28		0
2719	nome_2719@provedor_a.com.br	D	1972-01-27	3		0
2720	nome_2720@provedor_c.com.br	D	1989-01-08	18	2020-12-17	7
2721	nome_2721@provedor_b.com.br	B	1986-10-27	16	2020-11-17	11
2722	nome_2722@provedor_a.com.br	D	2001-04-13	16		0
2723	nome_2723@provedor_b.com.br	D	1994-02-02	10		0
2724	nome_2724@provedor_b.com.br	D	1990-02-13	24	2020-07-04	8
2725	nome_2725@provedor_c.com.br	B	1998-01-25	64		0
2726	nome_2726@provedor_a.com.br	D	1966-11-09	0	2020-04-24	0
2727	nome_2727@provedor_b.com.br	C	1988-12-19	38		0
2728	nome_2728@provedor_b.com.br	A	1990-01-30	21	2020-11-11	11
2729	nome_2729@provedor_a.com.br	C	1985-09-01	11	2020-11-19	9
2730	nome_2730@provedor_c.com.br	D	1979-11-10	10	2020-08-17	3
2731	nome_2731@provedor_c.com.br	D	1980-12-23	31	2020-10-22	14
2732	nome_2732@provedor_a.com.br	D	1980-02-28	43	2020-07-28	20
2733	nome_2733@provedor_a.com.br	B	2001-04-13	14	2020-06-13	3
2734	nome_2734@provedor_c.com.br	B	2001-04-13	38		0
2735	nome_2735@provedor_a.com.br	D	1987-03-18	0	2020-06-10	0
2736	nome_2736@provedor_a.com.br	B	2001-04-13	0		0
2737	nome_2737@provedor_a.com.br	A	1979-02-09	34	2020-08-04	23
2738	nome_2738@provedor_a.com.br	B	1990-01-02	51	2020-09-13	5
2739	nome_2739@provedor_a.com.br	C	2001-04-13	0	2020-10-01	0
2740	nome_2740@provedor_a.com.br	D	1996-05-03	24		0
2741	nome_2741@provedor_a.com.br	C	1986-12-09	2	2020-08-09	2
2742	nome_2742@provedor_a.com.br	D	1978-03-14	20	2020-06-28	2
2743	nome_2743@provedor_a.com.br	A	1976-05-09	0	2020-10-22	0
2744	nome_2744@provedor_a.com.br	C	1968-05-08	34	2020-07-19	34
2745	nome_2745@provedor_c.com.br	C	1987-08-04	0		0
2746	nome_2746@provedor_c.com.br	D	1990-10-19	21		0
2747	nome_2747@provedor_b.com.br	C	1989-05-07	44	2020-12-26	15
2748	nome_2748@provedor_b.com.br	C	1994-10-31	20	2020-12-17	18
2749	nome_2749@provedor_a.com.br	C	1969-09-05	46	2020-09-23	15
2750	nome_2750@provedor_b.com.br	D	1990-11-18	4	2020-12-29	4
2751	nome_2751@provedor_a.com.br	D	1981-02-15	33	2020-08-13	26
2752	nome_2752@provedor_a.com.br	D	1971-05-23	67	2020-11-01	59
2753	nome_2753@provedor_c.com.br	C	1977-03-28	28	2020-10-27	9
2754	nome_2754@provedor_a.com.br	D	1999-04-03	13	2020-10-23	4
2755	nome_2755@provedor_a.com.br	D	1974-12-23	42	2020-07-25	12
2756	nome_2756@provedor_c.com.br	A	2000-12-11	8	2020-07-11	6
2757	nome_2757@provedor_a.com.br	B	1989-08-20	16	2020-10-07	13
2758	nome_2758@provedor_c.com.br	C	1986-11-07	0	2020-10-19	0
2759	nome_2759@provedor_a.com.br	D	1987-05-11	0	2020-12-26	0
2760	nome_2760@provedor_a.com.br	C	1993-05-26	58		0
2761	nome_2761@provedor_b.com.br	C	1987-05-28	41	2020-12-29	30
2762	nome_2762@provedor_a.com.br	C	1983-03-09	32	2020-06-19	18
2763	nome_2763@provedor_a.com.br	B	1970-01-12	34		0
2764	nome_2764@provedor_a.com.br	B	1976-02-23	0	2020-08-24	0
2765	nome_2765@provedor_a.com.br	D	1975-02-17	0		0
2766	nome_2766@provedor_a.com.br	C	1990-08-26	26	2020-09-24	11
2767	nome_2767@provedor_c.com.br	B	1995-07-29	0		0
2768	nome_2768@provedor_a.com.br	A	1992-05-08	38		0
2769	nome_2769@provedor_b.com.br	B	1968-12-31	4		0
2770	nome_2770@provedor_a.com.br	C	2000-01-12	32		0
2771	nome_2771@provedor_b.com.br	B	1980-04-10	0		0
2772	nome_2772@provedor_c.com.br	B	1989-05-05	27	2020-11-06	2
2773	nome_2773@provedor_b.com.br	C	1956-04-27	11	2020-08-21	6
2774	nome_2774@provedor_a.com.br	B	1997-06-11	64	2020-06-29	46
2775	nome_2775@provedor_a.com.br	D	1997-06-11	36	2020-07-17	27
2776	nome_2776@provedor_b.com.br	C	1999-02-28	24	2020-05-23	16
2777	nome_2777@provedor_a.com.br	C	2001-04-13	17	2020-12-29	1
2778	nome_2778@provedor_a.com.br	D	1989-10-03	33		0
2779	nome_2779@provedor_b.com.br	C	1993-02-11	32	2020-07-29	1
2780	nome_2780@provedor_b.com.br	A	1974-05-18	36		0
2781	nome_2781@provedor_a.com.br	C	2000-03-27	56	2020-07-10	7
2782	nome_2782@provedor_b.com.br	C	1995-06-21	20	2020-10-19	18
2783	nome_2783@provedor_a.com.br	A	1979-02-19	0		0
2784	nome_2784@provedor_a.com.br	C	1995-04-24	0	2020-11-12	0
2785	nome_2785@provedor_a.com.br	D	1993-09-11	55		0
2786	nome_2786@provedor_a.com.br	D	1983-06-01	49	2020-12-01	45
2787	nome_2787@provedor_c.com.br	A	1980-02-09	81	2020-11-01	8
2788	nome_2788@provedor_b.com.br	D	1990-12-14	23	2020-07-10	13
2789	nome_2789@provedor_a.com.br	C	1986-09-14	13	2020-09-29	4
2790	nome_2790@provedor_a.com.br	C	1997-08-18	43	2020-10-07	34
2791	nome_2791@provedor_a.com.br	D	1990-03-28	0		0
2792	nome_2792@provedor_a.com.br	D	1981-04-05	55	2020-10-09	29
2793	nome_2793@provedor_a.com.br	D	1975-06-25	64		0
2794	nome_2794@provedor_c.com.br	A	1984-07-02	7	2020-11-07	7
2795	nome_2795@provedor_a.com.br	C	1984-09-20	1	2020-07-29	1
2796	nome_2796@provedor_b.com.br	D	1985-01-01	0	2020-12-29	0
2797	nome_2797@provedor_c.com.br	A	1980-01-30	26		0
2798	nome_2798@provedor_a.com.br	D	1979-08-22	0		0
2799	nome_2799@provedor_a.com.br	C	1963-02-16	46		0
2800	nome_2800@provedor_a.com.br	D	1983-12-16	0		0
2801	nome_2801@provedor_b.com.br	C	1983-04-11	29	2020-06-11	5
2802	nome_2802@provedor_a.com.br	C	1989-07-03	26	2020-12-29	18
2803	nome_2803@provedor_b.com.br	D	1987-09-30	35	2020-12-01	6
2804	nome_2804@provedor_a.com.br	D	1995-05-13	15	2020-12-07	1
2805	nome_2805@provedor_a.com.br	C	1988-10-22	50	2020-10-31	22
2806	nome_2806@provedor_a.com.br	D	1990-10-14	0	2020-08-13	0
2807	nome_2807@provedor_a.com.br	C	1986-05-13	25		0
2808	nome_2808@provedor_b.com.br	C	1971-08-26	56	2020-09-12	32
2809	nome_2809@provedor_a.com.br	D	1989-03-15	3		0
2810	nome_2810@provedor_b.com.br	C	1993-11-17	0	2020-06-15	0
2811	nome_2811@provedor_b.com.br	C	1999-01-25	0	2020-12-29	0
2812	nome_2812@provedor_a.com.br	B	1984-07-21	3	2020-11-08	3
2813	nome_2813@provedor_a.com.br	C	1988-04-03	0		0
2814	nome_2814@provedor_c.com.br	C	1990-08-29	50	2020-08-23	7
2815	nome_2815@provedor_b.com.br	C	1998-08-25	54		0
2816	nome_2816@provedor_c.com.br	A	1980-12-05	59		0
2817	nome_2817@provedor_a.com.br	D	1981-07-25	0	2020-12-29	0
2818	nome_2818@provedor_a.com.br	D	1975-12-06	0		0
2819	nome_2819@provedor_a.com.br	C	1999-05-05	6	2020-03-20	3
2820	nome_2820@provedor_c.com.br	A	1987-05-05	26		0
2821	nome_2821@provedor_a.com.br	D	2001-04-13	13		0
2822	nome_2822@provedor_a.com.br	D	1967-11-08	19	2020-08-26	18
2823	nome_2823@provedor_a.com.br	C	1988-10-01	57	2020-07-05	21
2824	nome_2824@provedor_a.com.br	C	1986-04-18	35	2020-12-29	17
2825	nome_2825@provedor_c.com.br	C	1974-08-04	22		0
2826	nome_2826@provedor_b.com.br	D	1987-06-27	16		0
2827	nome_2827@provedor_a.com.br	D	1984-01-22	0	2020-11-19	0
2828	nome_2828@provedor_c.com.br	D	1978-03-09	18	2020-12-02	2
2829	nome_2829@provedor_b.com.br	A	2000-12-14	1		0
2830	nome_2830@provedor_b.com.br	C	1993-01-24	0	2020-07-10	0
2831	nome_2831@provedor_b.com.br	C	1983-03-03	27		0
2832	nome_2832@provedor_a.com.br	D	1983-02-14	0	2020-09-03	0
2833	nome_2833@provedor_c.com.br	A	1977-02-25	17	2020-07-28	11
2834	nome_2834@provedor_b.com.br	C	1986-02-21	55	2020-08-22	53
2835	nome_2835@provedor_a.com.br	D	1991-11-05	0		0
2836	nome_2836@provedor_a.com.br	D	1979-03-25	61		0
2837	nome_2837@provedor_a.com.br	A	1973-10-05	7		0
2838	nome_2838@provedor_a.com.br	C	1995-09-26	50		0
2839	nome_2839@provedor_c.com.br	D	1985-02-24	29		0
2840	nome_2840@provedor_a.com.br	C	1980-01-01	37	2020-07-30	21
2841	nome_2841@provedor_a.com.br	C	1979-02-18	28	2020-10-25	19
2842	nome_2842@provedor_a.com.br	C	2001-04-13	33	2020-12-24	28
2843	nome_2843@provedor_c.com.br	C	1996-07-05	21	2020-12-29	10
2844	nome_2844@provedor_a.com.br	C	1989-01-12	37	2020-08-13	17
2845	nome_2845@provedor_a.com.br	D	2000-01-07	0	2020-10-21	0
2846	nome_2846@provedor_b.com.br	D	1983-10-19	14	2020-08-13	2
2847	nome_2847@provedor_a.com.br	A	2001-02-18	20		0
2848	nome_2848@provedor_b.com.br	C	1993-07-15	0	2020-11-23	0
2849	nome_2849@provedor_a.com.br	D	1989-07-06	24		0
2850	nome_2850@provedor_c.com.br	D	2000-06-04	29		0
2851	nome_2851@provedor_a.com.br	A	2000-03-19	0		0
2852	nome_2852@provedor_a.com.br	C	1973-09-27	0	2020-11-25	0
2853	nome_2853@provedor_b.com.br	C	2001-04-13	31		0
2854	nome_2854@provedor_a.com.br	D	1986-07-10	90		0
2855	nome_2855@provedor_a.com.br	D	1970-10-02	49		0
2856	nome_2856@provedor_a.com.br	C	1968-05-05	78	2020-07-19	52
2857	nome_2857@provedor_a.com.br	D	1992-07-29	4		0
2858	nome_2858@provedor_a.com.br	A	1997-07-21	3		0
2859	nome_2859@provedor_b.com.br	B	1987-10-17	85	2020-07-18	18
2860	nome_2860@provedor_a.com.br	D	1975-03-11	54	2020-11-15	41
2861	nome_2861@provedor_a.com.br	D	1976-08-06	0		0
2862	nome_2862@provedor_c.com.br	C	1993-12-20	24	2020-09-24	11
2863	nome_2863@provedor_c.com.br	C	1975-09-03	47		0
2864	nome_2864@provedor_c.com.br	C	1982-11-22	0		0
2865	nome_2865@provedor_a.com.br	D	1978-11-05	19		0
2866	nome_2866@provedor_a.com.br	D	1984-08-17	13		0
2867	nome_2867@provedor_c.com.br	C	1996-04-29	63	2020-08-30	34
2868	nome_2868@provedor_b.com.br	C	1976-04-03	75	2020-11-13	24
2869	nome_2869@provedor_c.com.br	D	1983-09-19	19	2020-12-29	11
2870	nome_2870@provedor_c.com.br	D	1988-02-12	0	2020-09-03	0
2871	nome_2871@provedor_a.com.br	D	1983-02-12	8		0
2872	nome_2872@provedor_a.com.br	D	1977-12-21	44		0
2873	nome_2873@provedor_c.com.br	C	1995-06-20	32	2020-08-29	19
2874	nome_2874@provedor_a.com.br	D	1984-01-05	23	2020-08-14	11
2875	nome_2875@provedor_a.com.br	D	2001-04-13	23		0
2876	nome_2876@provedor_c.com.br	C	2001-04-13	28		0
2877	nome_2877@provedor_b.com.br	C	1994-10-12	14		0
2878	nome_2878@provedor_b.com.br	C	1991-05-14	30		0
2879	nome_2879@provedor_c.com.br	D	2001-04-13	13	2020-10-01	7
2880	nome_2880@provedor_c.com.br	C	1989-02-21	0		0
2881	nome_2881@provedor_b.com.br	C	2001-04-13	0	2020-12-29	0
2882	nome_2882@provedor_a.com.br	C	1986-08-06	11	2020-06-21	3
2883	nome_2883@provedor_a.com.br	D	1988-03-15	30	2020-11-10	8
2884	nome_2884@provedor_a.com.br	B	1982-06-19	0		0
2885	nome_2885@provedor_a.com.br	C	1988-02-27	33	2020-12-08	6
2886	nome_2886@provedor_a.com.br	C	2001-04-13	54		0
2887	nome_2887@provedor_a.com.br	C	1985-11-20	41		0
2888	nome_2888@provedor_a.com.br	C	1987-06-27	20	2020-12-29	5
2889	nome_2889@provedor_a.com.br	C	1993-07-08	14	2020-08-09	6
2890	nome_2890@provedor_c.com.br	C	1989-03-03	11		0
2891	nome_2891@provedor_a.com.br	C	2001-04-13	33		0
2892	nome_2892@provedor_b.com.br	D	1971-03-17	4	2020-08-02	2
2893	nome_2893@provedor_a.com.br	C	1989-08-09	0		0
2894	nome_2894@provedor_c.com.br	C	1979-07-18	23	2020-07-10	19
2895	nome_2895@provedor_a.com.br	C	1993-09-18	29	2020-04-24	15
2896	nome_2896@provedor_a.com.br	A	1986-12-31	0	2020-10-29	0
2897	nome_2897@provedor_a.com.br	D	1980-06-05	61	2020-10-30	61
2898	nome_2898@provedor_a.com.br	C	1997-11-29	38	2020-11-27	10
2899	nome_2899@provedor_a.com.br	C	1989-12-19	16	2020-03-22	11
2900	nome_2900@provedor_c.com.br	B	1985-04-12	0	2020-08-31	0
2901	nome_2901@provedor_a.com.br	D	1987-03-09	25		0
2902	nome_2902@provedor_a.com.br	D	1977-03-12	16	2020-04-19	16
2903	nome_2903@provedor_a.com.br	C	1979-11-25	77		0
2904	nome_2904@provedor_c.com.br	D	1977-08-11	50		0
2905	nome_2905@provedor_a.com.br	D	1990-02-26	76	2020-12-09	42
2906	nome_2906@provedor_a.com.br	D	1987-08-08	5		0
2907	nome_2907@provedor_c.com.br	D	2001-04-13	16	2020-07-14	13
2908	nome_2908@provedor_a.com.br	D	1991-06-03	25	2020-12-29	22
2909	nome_2909@provedor_a.com.br	D	1987-06-25	36		0
2910	nome_2910@provedor_a.com.br	D	1977-07-16	22		0
2911	nome_2911@provedor_c.com.br	D	1990-04-06	31	2020-11-15	2
2912	nome_2912@provedor_a.com.br	D	1977-05-05	0	2020-10-22	0
2913	nome_2913@provedor_c.com.br	D	1983-04-25	36		0
2914	nome_2914@provedor_a.com.br	B	1986-10-18	59	2020-10-25	22
2915	nome_2915@provedor_c.com.br	B	2001-04-13	7		0
2916	nome_2916@provedor_b.com.br	D	1984-08-05	21		0
2917	nome_2917@provedor_c.com.br	C	1979-07-10	25	2020-07-06	2
2918	nome_2918@provedor_c.com.br	D	1986-07-18	47		0
2919	nome_2919@provedor_c.com.br	A	1993-02-12	38		0
2920	nome_2920@provedor_a.com.br	D	1981-04-19	16		0
2921	nome_2921@provedor_a.com.br	C	1990-04-03	0		0
2922	nome_2922@provedor_a.com.br	D	2001-04-13	9	2020-08-09	2
2923	nome_2923@provedor_a.com.br	B	1976-05-07	20	2020-05-18	11
2924	nome_2924@provedor_a.com.br	C	1994-08-14	11	2020-05-13	11
2925	nome_2925@provedor_a.com.br	D	1993-10-30	31	2020-12-15	24
2926	nome_2926@provedor_c.com.br	A	1979-01-07	69	2020-12-29	55
2927	nome_2927@provedor_a.com.br	C	1977-01-21	40	2020-09-10	21
2928	nome_2928@provedor_a.com.br	C	1983-05-02	42	2020-06-08	9
2929	nome_2929@provedor_c.com.br	C	1982-01-05	32	2020-12-29	7
2930	nome_2930@provedor_b.com.br	B	1994-07-23	30	2020-06-14	21
2931	nome_2931@provedor_a.com.br	D	1997-08-19	5		0
2932	nome_2932@provedor_b.com.br	D	1976-04-25	24	2020-10-18	5
2933	nome_2933@provedor_a.com.br	C	2000-02-19	38	2020-09-12	15
2934	nome_2934@provedor_b.com.br	C	1974-03-12	0	2020-10-31	0
2935	nome_2935@provedor_a.com.br	D	1991-02-07	66	2020-12-12	44
2936	nome_2936@provedor_b.com.br	C	2001-04-13	35	2020-10-30	27
2937	nome_2937@provedor_a.com.br	D	1989-11-20	2	2020-12-12	1
2938	nome_2938@provedor_a.com.br	C	1992-11-16	20	2020-11-12	4
2939	nome_2939@provedor_a.com.br	C	1983-12-02	13		0
2940	nome_2940@provedor_a.com.br	C	1994-09-08	10		0
2941	nome_2941@provedor_c.com.br	D	1973-06-23	10	2020-09-24	9
2942	nome_2942@provedor_a.com.br	A	1983-05-18	31	2020-08-09	16
2943	nome_2943@provedor_a.com.br	D	2001-04-13	50	2020-07-22	14
2944	nome_2944@provedor_a.com.br	D	1969-08-22	0	2020-09-01	0
2945	nome_2945@provedor_a.com.br	C	1974-09-11	82		0
2946	nome_2946@provedor_c.com.br	D	1987-09-24	0	2020-11-19	0
2947	nome_2947@provedor_c.com.br	D	2001-04-13	0	2020-11-17	0
2948	nome_2948@provedor_a.com.br	D	1978-04-05	65		0
2949	nome_2949@provedor_a.com.br	D	1990-11-08	9		0
2950	nome_2950@provedor_b.com.br	C	1975-04-30	9		0
2951	nome_2951@provedor_b.com.br	A	1991-11-10	47	2020-12-13	14
2952	nome_2952@provedor_b.com.br	B	1993-03-18	11	2020-10-27	6
2953	nome_2953@provedor_b.com.br	C	1980-05-05	38		0
2954	nome_2954@provedor_c.com.br	C	1991-02-27	0	2020-08-08	0
2955	nome_2955@provedor_a.com.br	D	2001-04-13	51		0
2956	nome_2956@provedor_a.com.br	D	1987-08-29	1	2020-11-28	1
2957	nome_2957@provedor_a.com.br	C	1984-12-16	40	2020-07-09	7
2958	nome_2958@provedor_a.com.br	C	1985-06-12	46		0
2959	nome_2959@provedor_b.com.br	D	1978-08-10	14		0
2960	nome_2960@provedor_a.com.br	D	1978-10-25	33	2020-08-28	7
2961	nome_2961@provedor_a.com.br	D	1981-09-06	13	2020-06-19	7
2962	nome_2962@provedor_a.com.br	D	2001-03-14	31	2020-12-29	14
2963	nome_2963@provedor_c.com.br	D	2001-04-13	21	2020-11-28	7
2964	nome_2964@provedor_b.com.br	C	1984-04-26	63	2020-08-02	6
2965	nome_2965@provedor_c.com.br	D	2001-04-13	38	2020-10-24	23
2966	nome_2966@provedor_c.com.br	A	1995-11-12	43	2020-10-03	12
2967	nome_2967@provedor_a.com.br	B	1985-12-15	27	2020-12-13	9
2968	nome_2968@provedor_a.com.br	D	2001-04-13	53	2020-12-14	5
2969	nome_2969@provedor_a.com.br	B	1992-03-26	57	2020-08-19	43
2970	nome_2970@provedor_a.com.br	D	1971-10-24	28		0
2971	nome_2971@provedor_a.com.br	A	1971-06-11	4	2020-07-27	1
2972	nome_2972@provedor_b.com.br	C	2000-12-26	0		0
2973	nome_2973@provedor_b.com.br	B	1983-08-07	11		0
2974	nome_2974@provedor_a.com.br	B	1967-07-25	0	2020-09-12	0
2975	nome_2975@provedor_a.com.br	D	1964-02-04	76		0
2976	nome_2976@provedor_a.com.br	C	1996-08-11	51	2020-12-29	37
2977	nome_2977@provedor_a.com.br	C	1969-10-26	26	2020-12-19	9
2978	nome_2978@provedor_a.com.br	B	2001-04-13	53	2020-12-29	21
2979	nome_2979@provedor_c.com.br	C	1983-05-15	67		0
2980	nome_2980@provedor_b.com.br	D	1996-11-06	18	2020-12-29	15
2981	nome_2981@provedor_c.com.br	D	1977-07-13	30	2020-07-26	2
2982	nome_2982@provedor_a.com.br	C	1995-03-12	79	2020-07-23	60
2983	nome_2983@provedor_c.com.br	D	1997-03-01	0		0
2984	nome_2984@provedor_a.com.br	C	1973-06-18	20		0
2985	nome_2985@provedor_a.com.br	D	1976-07-15	0		0
2986	nome_2986@provedor_a.com.br	C	1999-07-22	0	2020-05-18	0
2987	nome_2987@provedor_a.com.br	C	1988-02-28	0	2020-12-29	0
2988	nome_2988@provedor_a.com.br	B	1977-08-26	77	2020-08-28	48
2989	nome_2989@provedor_a.com.br	D	1975-11-30	41		0
2990	nome_2990@provedor_b.com.br	B	1982-09-22	20	2020-07-31	8
2991	nome_2991@provedor_c.com.br	B	1990-10-22	59	2020-06-26	54
2992	nome_2992@provedor_a.com.br	B	1995-05-10	38		0
2993	nome_2993@provedor_c.com.br	C	1987-09-02	50		0
2994	nome_2994@provedor_a.com.br	D	1977-09-19	64		0
2995	nome_2995@provedor_b.com.br	A	1987-10-04	8		0
2996	nome_2996@provedor_b.com.br	C	1993-09-14	0	2020-10-21	0
2997	nome_2997@provedor_c.com.br	C	1965-10-02	44	2020-10-16	15
2998	nome_2998@provedor_c.com.br	C	1975-12-20	20		0
2999	nome_2999@provedor_a.com.br	D	1992-05-16	46	2020-09-23	15
3000	nome_3000@provedor_a.com.br	C	2001-04-13	39	2020-08-31	20
3001	nome_3001@provedor_a.com.br	C	1978-05-10	26		0
3002	nome_3002@provedor_a.com.br	C	1985-02-01	39		0
3003	nome_3003@provedor_a.com.br	D	1991-04-12	32	2020-07-14	21
3004	nome_3004@provedor_a.com.br	C	1996-08-07	40	2020-11-13	21
3005	nome_3005@provedor_a.com.br	C	1977-09-02	31	2020-08-26	22
3006	nome_3006@provedor_b.com.br	D	1988-03-19	0	2020-10-12	0
3007	nome_3007@provedor_a.com.br	D	1999-06-14	52		0
3008	nome_3008@provedor_c.com.br	C	1980-07-03	19	2020-08-02	8
3009	nome_3009@provedor_b.com.br	D	1983-06-27	0	2020-12-09	0
3010	nome_3010@provedor_a.com.br	C	2001-04-13	59		0
3011	nome_3011@provedor_b.com.br	B	1982-12-30	28	2020-10-10	15
3012	nome_3012@provedor_c.com.br	B	1973-08-03	1	2020-07-25	1
3013	nome_3013@provedor_c.com.br	B	1991-06-28	48	2020-10-10	21
3014	nome_3014@provedor_a.com.br	B	1990-12-25	71		0
3015	nome_3015@provedor_a.com.br	C	1997-09-25	27		0
3016	nome_3016@provedor_c.com.br	B	1965-07-31	0	2020-10-29	0
3017	nome_3017@provedor_c.com.br	C	1987-07-30	7		0
3018	nome_3018@provedor_a.com.br	D	1997-03-07	28	2020-06-11	12
3019	nome_3019@provedor_b.com.br	D	1990-02-02	16		0
3020	nome_3020@provedor_a.com.br	C	1972-05-27	39	2020-10-05	11
3021	nome_3021@provedor_a.com.br	D	1992-08-02	10		0
3022	nome_3022@provedor_b.com.br	C	1985-03-06	51		0
3023	nome_3023@provedor_a.com.br	C	2001-04-13	46		0
3024	nome_3024@provedor_a.com.br	D	1981-03-31	0	2020-09-14	0
3025	nome_3025@provedor_c.com.br	C	1999-05-22	3	2020-11-11	2
3026	nome_3026@provedor_a.com.br	B	2001-01-05	35		0
3027	nome_3027@provedor_a.com.br	C	1987-03-09	26		0
3028	nome_3028@provedor_b.com.br	D	1990-11-23	38	2020-10-14	34
3029	nome_3029@provedor_a.com.br	C	1984-05-26	29	2020-12-29	13
3030	nome_3030@provedor_b.com.br	C	1984-05-10	0	2020-11-08	0
3031	nome_3031@provedor_b.com.br	B	1992-08-19	26	2020-09-29	3
3032	nome_3032@provedor_c.com.br	D	1996-04-23	82	2020-12-29	7
3033	nome_3033@provedor_a.com.br	C	1994-05-14	18	2020-10-23	12
3034	nome_3034@provedor_a.com.br	C	1990-07-09	53	2020-04-15	11
3035	nome_3035@provedor_b.com.br	D	1990-06-03	54	2020-10-07	3
3036	nome_3036@provedor_b.com.br	B	1988-04-27	32	2020-07-19	6
3037	nome_3037@provedor_a.com.br	D	1990-09-26	14	2020-08-25	9
3038	nome_3038@provedor_a.com.br	D	1976-10-01	7		0
3039	nome_3039@provedor_a.com.br	C	1975-09-16	0	2020-07-14	0
3040	nome_3040@provedor_c.com.br	A	1986-07-06	52	2020-10-10	1
3041	nome_3041@provedor_a.com.br	B	1980-09-23	0		0
3042	nome_3042@provedor_b.com.br	C	1993-06-19	3	2020-09-02	2
3043	nome_3043@provedor_a.com.br	C	1990-06-12	53		0
3044	nome_3044@provedor_a.com.br	C	1990-03-16	44		0
3045	nome_3045@provedor_a.com.br	C	1985-11-19	43	2020-12-23	25
3046	nome_3046@provedor_c.com.br	D	1994-12-10	3		0
3047	nome_3047@provedor_a.com.br	D	1988-07-15	28	2020-09-28	21
3048	nome_3048@provedor_a.com.br	C	1981-09-30	1		0
3049	nome_3049@provedor_c.com.br	C	1989-10-28	9		0
3050	nome_3050@provedor_a.com.br	B	1981-07-05	19	2020-05-13	16
3051	nome_3051@provedor_b.com.br	C	1991-01-14	7	2020-05-23	7
3052	nome_3052@provedor_a.com.br	A	2001-04-13	62		0
